chrom,tss,tes,gene_id,exon_num,strand,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41,col42,col43,col44,col45,col46,col47,col48,col49,col50,col51,col52,col53,col54,col55,col56,col57,col58,col59,col60,col61
chr21,42974561,43033931,PKNOX1,10,+,273.743564,279.475266,287.391928,296.451686,306.341754,313.230774,315.876487,318.450651,326.724381,332.813066,338.58568,350.442553,364.901494,382.965775,402.131916,424.238935,447.852421,470.56299,498.792915,532.050448,559.472803,593.117479,643.266544,717.488813,812.983315,903.434694,1005.871747,1158.10138,1145.190765,1217.451667,1565.460168,1156.174422,434.721583,238.171931,360.72642,197.705826,284.418908,250.88985,294.824478,275.169513,226.610187,381.537559,332.978234,134.116233,150.302675,172.269989,105.211872,112.148919,160.708245,98.274826,61.277244,63.589593,62.433419,56.652547,57.808721,73.995163,65.901942,45.090802,46.246977,41.622279,33.529058
chr21,29298921,29346148,BACH1,5,+,111.686449,115.099157,118.714338,122.59731,126.956845,131.526402,136.380408,141.555964,146.939258,153.110527,159.031792,166.18486,174.64657,183.763723,194.165042,205.721969,219.342805,233.63617,249.155588,269.38864,293.899538,323.600374,359.281202,405.321719,462.084377,534.615053,629.536973,750.3572,974.655038,1560.83547,1667.203517,774.636863,515.653792,601.2107,948.063026,884.473433,471.719164,386.162257,289.043606,239.328105,330.665885,531.840234,612.772444,625.490362,825.508538,896.035177,648.613851,249.733675,216.204617,241.640454,161.864419,85.556907,68.214291,120.24214,218.516966,191.924954,71.682814,77.463686,127.179186,119.085965,246.265152
chr21,46458890,46571226,DIP2A,39,+,236.591826,234.982484,235.446663,239.242463,246.398557,254.589608,264.137682,274.566291,285.575082,298.403113,312.224903,327.197362,344.154586,363.106779,384.283474,408.283728,434.226079,464.782118,500.816221,542.350911,589.302103,647.457677,718.562403,799.907532,891.988567,1009.340271,1181.899303,1466.79995,1730.215023,2020.99289,730.702235,647.457677,579.243386,375.756687,197.705826,142.209454,122.554489,143.365628,164.176768,167.645291,277.481861,365.351117,142.209454,56.652547,60.12107,31.216709,30.060535,33.529058,38.153756,31.216709,32.372884,50.871675,54.340198,43.934628,34.685233,39.30993,27.748186,21.967314,34.685233,48.559326,58.964896
chr21,36320196,36376632,MORC3,16,+,83.745567,85.91572,88.447343,91.166494,94.317152,97.488627,101.165262,105.061067,109.626357,114.57138,120.126522,126.205566,132.895827,140.169146,148.568413,158.087583,168.47113,180.452146,195.200782,212.630987,233.084764,256.28533,286.731257,325.876019,374.793209,442.814804,544.847197,707.193355,1008.762183,1698.420226,2017.524367,1700.732575,765.387468,687.923781,770.012165,886.785782,837.070282,589.648955,411.598094,317.947966,270.544815,135.272407,75.151337,108.680396,160.708245,271.700989,497.155002,637.052107,574.618688,299.449175,95.962477,104.055698,191.924954,187.300256,187.300256,184.987908,124.866838,120.24214,100.587175,130.64771,184.987908
chr21,33589340,33641741,CRYZL1,13,-,16.186442,15.030267,16.186442,11.561744,18.498791,16.186442,16.186442,34.685233,53.184023,39.30993,40.466105,53.184023,49.7155,70.52664,169.95764,200.018175,138.740931,127.179186,164.176768,215.048443,261.295419,609.303921,831.28941,1352.724074,2211.76167,2175.920263,998.934701,929.564236,1752.760424,2037.179332,1640.611505,803.541224,517.388054,373.82973,294.24639,264.301473,234.125321,203.156363,178.77347,164.176768,152.383789,140.107319,130.16597,121.665124,114.130932,107.524221,101.454306,96.506559,91.594707,86.834784,82.666471,79.115364,76.412619,74.045431,71.297423,68.815502,66.524498,64.403197,62.639879,61.237376,59.697139
chr21,42893308,42913299,NDUFV3,3,+,147.103926,151.817662,156.620342,162.078525,163.242935,167.552797,173.426163,179.961062,184.882801,192.860905,201.868054,211.336514,222.178185,233.955295,247.565848,262.60575,280.454881,300.694286,324.692317,352.422985,384.774848,424.572941,474.320557,533.987415,605.064614,718.678021,877.247343,1105.302748,1516.322755,2238.353682,2111.174495,1259.073946,1102.990399,926.095712,693.704653,443.970978,206.955222,216.204617,317.947966,205.799047,31.216709,0.0,1.156174,18.498791,20.81114,24.279663,34.685233,24.279663,21.967314,27.748186,33.529058,26.592012,24.279663,25.435837,15.030267,17.342616,28.904361,30.060535,39.30993,30.060535,19.654965
chr21,25734971,25772460,GABPA,10,+,137.083747,141.25262,145.141182,149.531892,154.349285,159.505823,165.332942,170.460325,175.528299,182.455335,189.670414,196.671354,204.257481,213.824258,221.335141,229.153771,235.364079,245.020041,257.730548,271.595882,291.934042,314.736371,347.285892,380.051049,386.93304,398.186471,463.625943,524.903188,713.937706,1304.164748,1516.900842,1414.001319,826.664712,565.369293,990.84148,876.380212,1033.619934,1100.67805,729.54606,605.835397,337.602931,238.171931,276.325687,228.922536,365.351117,341.071455,141.05328,73.995163,46.246977,48.559326,45.090802,20.81114,52.027849,64.745768,33.529058,24.279663,54.340198,65.901942,19.654965,16.186442,19.654965
chr21,39342314,39349088,HMGN1,6,-,50.871675,46.246977,34.685233,69.370465,104.055698,124.866838,176.894687,143.365628,93.650128,90.181605,156.083547,187.300256,151.458849,142.209454,159.55207,196.549652,265.920117,232.391059,114.461268,139.897105,331.822059,359.570245,425.472187,700.6417,1215.139318,1340.006155,1818.662366,2319.285891,1105.302748,801.228875,922.627189,646.301502,394.255478,319.104141,325.174056,333.209469,305.230047,285.74025,262.018028,236.373437,215.395295,201.594777,192.792085,185.254717,174.747506,166.643273,158.179113,149.350531,143.622556,138.923485,133.36472,128.830864,125.024498,122.403683,120.193966,116.449888,112.860411,109.665285,106.987426,104.374643,102.051662
chr21,28928143,28992877,LTN1,30,-,57.808721,41.622279,45.090802,28.904361,16.186442,16.186442,19.654965,20.81114,13.874093,20.81114,21.967314,16.186442,12.717919,18.498791,33.529058,38.153756,39.30993,36.997582,64.745768,160.708245,227.766361,147.990326,110.992745,119.085965,137.584756,134.116233,235.859582,782.730084,1682.233784,2292.693879,2000.181751,1548.117551,1095.475265,818.956882,678.96343,580.39956,549.760938,511.689766,465.649249,424.059085,383.618673,350.110636,323.728838,301.138969,281.858807,265.843039,253.708025,244.428875,235.024567,224.967202,215.106251,205.633879,196.970079,189.160189,181.904776,175.229795,168.979339,163.363164,158.395896,153.492122,149.223579
chr21,39184175,39313632,BRWD1,42,-,131.803884,87.869256,95.962477,102.899524,91.337779,64.745768,67.058116,94.806303,92.493954,68.214291,60.12107,64.745768,60.12107,72.838989,83.244558,77.463686,119.085965,168.801466,364.194943,527.215537,513.341444,376.912862,517.966141,617.397142,568.837816,595.429827,871.755514,976.967387,571.150165,425.472187,765.387468,1057.899596,687.923781,561.900769,475.476731,432.177999,370.939294,338.924274,320.404837,304.330801,363.616856,434.721583,416.993575,391.498447,365.433701,341.919316,322.644925,304.958006,288.593982,273.709082,260.83295,249.293228,239.170445,230.07871,221.02201,212.6436,205.176492,198.048396,191.84237,185.785269,180.093436
chr21,45074579,45226560,ADARB1,12,+,191.077093,197.187541,203.817034,210.851958,218.428029,226.425199,235.377843,245.159246,255.199227,266.250453,278.059949,291.112549,304.587728,320.464346,336.735801,355.408017,375.013432,398.52443,424.026969,450.908025,479.58115,510.001384,546.147893,607.156739,622.792622,631.733704,719.429534,710.276487,653.238549,566.525467,262.451594,601.2107,848.632026,976.967387,946.906852,753.825723,635.895932,582.711909,439.34628,330.665885,195.393477,174.582338,134.116233,46.246977,38.153756,77.463686,76.307512,110.992745,156.083547,98.274826,70.52664,46.246977,35.841407,40.466105,38.153756,31.216709,23.123488,15.030267,13.874093,18.498791,17.342616
chr21,46635673,46665124,PRMT2,7,+,103.824463,107.205277,110.827577,114.675374,118.997029,123.433181,128.142665,133.261669,139.161358,145.622921,152.441598,159.917178,168.60877,178.254892,189.034518,201.020193,214.305188,229.367218,247.614022,268.232466,293.668303,321.930345,357.54694,401.52286,463.433248,539.008516,608.147746,701.027091,938.235544,1435.968633,1224.388713,819.727665,727.233712,1392.034004,1168.892341,456.688897,263.607768,132.960059,131.803884,117.929791,105.211872,56.652547,62.433419,128.335361,193.081129,152.615024,84.400733,56.652547,30.060535,11.561744,32.372884,101.743349,219.67314,206.955222,193.081129,225.454012,319.104141,408.129571,579.243386,542.245804,193.081129
chr21,31659692,31668931,SOD1,5,+,114.075876,117.570978,121.439606,125.252229,129.758345,134.486209,139.270844,143.818044,149.356714,155.863323,163.078402,170.627004,179.142804,188.18439,198.139392,209.344649,220.911899,235.059154,252.624111,273.803125,298.986706,328.353536,365.495639,412.258765,478.656211,566.294232,685.611432,876.765604,1184.500696,2082.270135,1625.581238,737.639281,578.087211,675.205863,711.04727,558.432246,511.029095,378.069036,339.91528,241.640454,191.924954,149.1465,87.869256,121.398314,141.05328,78.619861,77.463686,97.118651,83.244558,93.650128,132.960059,101.743349,77.463686,110.992745,107.524221,67.058116,49.7155,46.246977,62.433419,76.307512,70.52664
chr21,25724499,25735653,ATP5PF,4,-,11.561744,11.561744,9.249395,8.093221,12.717919,20.81114,19.654965,19.654965,16.186442,24.279663,75.151337,53.184023,24.279663,39.30993,61.277244,43.934628,25.435837,48.559326,42.778454,46.246977,82.088384,154.927373,372.288164,365.351117,218.516966,258.983071,249.733675,427.784536,589.648955,808.165921,1202.421399,936.501282,747.466764,640.135238,535.019714,562.363239,617.204446,640.52063,625.056797,568.96628,530.105973,505.563543,476.054818,467.27234,455.532722,431.330138,407.696006,388.338585,370.618134,356.284276,343.55723,333.473737,324.517139,313.725416,304.748308,293.945785,284.996995,276.411329,268.026006,260.059509,253.394894
chr21,14371114,14383146,HSPA13,5,-,21.967314,8.093221,8.093221,13.874093,16.186442,12.717919,31.216709,45.090802,46.246977,65.901942,93.650128,102.899524,60.12107,26.592012,63.589593,132.960059,147.990326,129.491535,90.181605,101.743349,205.799047,360.72642,300.60535,324.885013,618.553316,531.840234,657.863246,1218.607841,2042.960204,2216.386368,1504.182923,752.669549,652.082374,546.870502,467.094467,406.048457,368.241554,322.077161,298.148479,272.214845,247.305709,226.084653,207.629657,192.102827,181.519384,172.115832,163.887724,156.423598,150.559603,144.278398,140.012723,138.300483,135.114747,130.597441,126.504751,121.999525,117.618513,113.433557,109.712694,106.72686,103.323454
chr21,32733898,32771755,PAXBP1,18,-,58.964896,39.30993,26.592012,23.123488,16.186442,17.342616,15.030267,17.342616,20.81114,13.874093,20.81114,17.342616,10.40557,12.717919,19.654965,35.841407,73.995163,113.305093,92.493954,107.524221,428.940711,492.530304,228.922536,126.023012,247.421326,1130.738585,2192.106705,2059.146646,1061.36812,958.468596,1292.603004,683.299084,505.82631,465.938292,428.362623,386.855962,351.477024,337.107428,317.658923,289.814389,268.001231,248.682608,229.789666,214.959506,201.174349,188.610587,178.267644,169.073507,160.644013,153.466942,147.470048,141.824062,136.901562,132.557911,128.528057,124.034392,119.886394,116.302583,113.181218,110.713668,108.333543
chr21,32628758,32728040,SYNJ1,32,-,28.904361,18.498791,10.40557,13.874093,21.967314,21.967314,23.123488,18.498791,15.030267,19.654965,9.249395,6.937047,9.249395,9.249395,18.498791,19.654965,13.874093,31.216709,42.778454,32.372884,40.466105,46.246977,48.559326,119.085965,241.640454,484.437083,902.972224,798.916526,605.835397,1174.673213,1688.014657,1669.515866,1032.463759,800.843483,661.042726,603.060579,548.797459,492.695472,442.670282,399.00864,367.894701,343.383803,323.150751,300.33854,281.032969,264.841021,250.022719,235.859582,223.462823,212.492689,202.561759,193.962023,185.460888,177.698982,170.439379,163.760545,157.684404,152.14399,146.79286,141.890509,137.276443
chr21,41986830,42010360,ZBTB21,4,-,45.090802,36.997582,38.153756,39.30993,47.403151,57.808721,39.30993,31.216709,41.622279,57.808721,42.778454,43.934628,69.370465,63.589593,73.995163,80.93221,78.619861,48.559326,42.778454,119.085965,361.882594,374.600513,395.411652,557.276072,582.711909,539.933455,615.084793,638.208281,913.377794,1041.713155,763.075119,456.688897,452.064199,612.001661,589.937999,518.659846,476.536558,449.917018,442.52576,417.378966,396.567827,378.27925,353.114938,328.620345,306.55139,286.885413,270.255771,255.378527,242.15431,230.443818,219.441905,210.148465,201.33201,193.231934,186.144082,179.160788,172.848076,167.088615,161.781835,156.920777,152.036937
chr21,29024667,29054488,USP16,18,+,58.926356,60.200806,61.483704,62.690346,63.189379,63.820828,64.938463,64.796036,66.112156,67.168228,68.792378,70.465788,72.903221,75.287358,78.258556,81.934227,85.474323,91.07097,96.925956,105.211872,115.039355,126.408404,141.05328,160.873412,185.373299,221.06055,271.700989,343.769195,499.46735,915.690142,1195.484353,975.811212,1417.469842,2306.567973,1670.67204,589.648955,293.668303,239.328105,351.477024,528.371711,366.507292,202.330524,159.55207,150.302675,184.987908,202.330524,184.987908,173.426163,190.76878,231.234884,194.237303,87.869256,90.181605,132.960059,95.962477,46.246977,47.403151,49.7155,80.93221,139.897105,89.025431
chr21,15729981,15880064,USP25,24,+,76.885599,79.138146,81.634173,84.400733,87.335637,90.459087,93.842824,97.16892,100.797388,104.826481,109.720953,115.191483,121.398314,128.267351,135.705973,144.367646,154.514453,165.688688,179.01434,193.711769,211.926772,232.647987,259.561158,293.668303,340.493367,403.967343,492.819348,633.198192,854.412898,1112.239794,857.881421,640.52063,523.747013,475.187688,413.910443,470.56299,476.343862,425.472187,289.043606,208.111396,189.612605,175.738512,145.677977,257.826896,573.462513,605.835397,256.670722,137.584756,138.740931,166.489117,146.834152,184.987908,159.55207,110.992745,166.489117,463.625943,442.814804,149.1465,146.834152,196.549652,141.05328
chr21,14961234,15065000,NRIP1,4,-,28.904361,20.81114,11.561744,18.498791,41.622279,64.745768,69.370465,73.995163,50.871675,19.654965,9.249395,20.81114,28.904361,43.934628,64.745768,75.151337,84.400733,91.337779,153.771198,241.640454,434.721583,559.58842,707.578746,567.681641,356.101722,553.807548,807.009747,768.855991,1009.340271,1601.301575,1363.129644,489.061781,331.822059,322.958055,280.372297,256.670722,258.404983,254.358373,260.861854,248.962892,246.727622,241.640454,225.646708,218.428029,212.570926,204.874108,204.137046,203.89476,204.835568,199.227108,191.751528,188.346319,194.710283,190.969853,185.855038,181.704372,178.540012,176.552116,179.207035,178.29007,175.276042
chr21,37073253,37203107,TTC3,37,+,124.75122,128.614437,132.753599,137.285007,142.120517,147.481609,153.385807,159.853681,166.751884,174.472226,182.444324,189.734308,197.962754,208.179406,219.889923,232.545215,247.586494,264.230324,279.505167,293.563197,311.126537,334.905191,365.784683,408.294739,462.662465,497.848706,518.255185,559.973812,695.438915,906.440747,854.412898,846.319677,640.52063,464.782118,514.497618,470.56299,372.288164,387.318431,282.106559,349.164676,448.595676,357.257896,225.454012,124.866838,120.24214,157.239721,67.058116,67.058116,71.682814,31.216709,30.060535,57.808721,90.181605,106.368047,119.085965,58.964896,24.279663,30.060535,30.060535,31.216709,47.403151
chr21,43719128,43762299,PDXK,11,+,109.181405,111.869842,114.419976,117.972612,121.931933,125.838024,129.876927,134.065965,139.213911,144.466747,149.898014,156.022696,163.470217,171.181825,179.712862,190.075075,202.000188,215.759935,232.77645,252.361344,276.325687,305.358511,339.048149,374.930848,422.581751,486.980667,571.150165,701.412483,955.000073,1501.870575,1380.47226,928.408061,590.80513,512.185269,500.623525,485.593257,391.943129,279.79421,262.451594,223.141664,146.834152,143.365628,129.491535,113.305093,82.088384,107.524221,109.83657,89.025431,62.433419,50.871675,34.685233,41.622279,53.184023,50.871675,39.30993,25.435837,31.216709,50.871675,53.184023,55.496372,83.244558
chr21,44328943,44339390,CFAP410,7,-,9.249395,16.186442,25.435837,27.748186,25.435837,17.342616,15.030267,12.717919,8.093221,12.717919,23.123488,28.904361,30.060535,40.466105,40.466105,35.841407,32.372884,26.592012,30.060535,32.372884,30.060535,32.372884,42.778454,45.090802,36.997582,78.619861,116.773617,195.393477,391.943129,1022.058189,1745.823378,1719.231366,1213.405056,897.576743,696.306046,562.594474,514.112226,468.415809,433.998974,411.598094,401.654994,375.756687,348.297545,326.574806,307.046893,288.581136,271.267424,257.146794,243.952803,231.904249,220.944932,211.469807,202.225417,193.935692,186.144082,179.022048,172.536798,166.574759,160.997288,155.764602,150.765145
chr21,44012308,44106552,TRAPPC10,23,+,98.814374,101.982558,105.087997,108.295004,112.148919,116.311147,120.531184,125.067911,129.911962,134.446569,138.972166,142.939669,148.632645,154.927373,158.395896,162.481045,169.131801,180.274273,193.370172,206.745008,222.794811,243.310484,270.97838,303.57837,338.181019,376.450392,438.190106,531.454843,652.660461,990.84148,642.832979,217.360791,243.952803,538.777281,1119.176841,1053.274899,638.208281,568.837816,509.87292,306.386222,161.864419,160.708245,271.700989,278.638036,144.521803,195.393477,315.635617,213.892268,106.368047,73.995163,63.589593,71.682814,80.93221,86.713082,188.456431,237.015757,174.582338,99.431,49.7155,27.748186,27.748186
chr21,37065373,37073071,PIGP,5,-,27.748186,30.060535,26.592012,50.871675,107.524221,106.368047,93.650128,76.307512,32.372884,27.748186,62.433419,61.277244,60.12107,145.677977,132.960059,134.116233,209.26757,335.290582,470.56299,360.72642,264.763943,357.257896,351.477024,428.940711,531.840234,462.469769,582.711909,872.911689,894.879003,856.725247,963.093294,733.014584,534.73067,510.643703,464.782118,388.937076,336.061365,300.770518,274.15786,254.872228,243.259098,229.448069,213.410529,198.417318,185.89633,175.430199,165.983291,158.463906,152.422328,145.008613,138.162843,131.913996,126.128119,120.89563,116.291877,112.056425,108.05784,104.655196,101.33043,98.274826,95.38439
chr21,32573720,32612377,CFAP298-TCP10L,8,-,0.0,1.156174,6.937047,21.967314,26.592012,12.717919,8.093221,6.937047,16.186442,38.153756,65.901942,89.025431,79.776035,62.433419,63.589593,115.617442,172.269989,240.48428,268.232466,258.983071,262.451594,272.857164,293.668303,331.822059,557.276072,840.538805,712.203444,827.820886,1299.540051,1330.75676,1023.214364,754.981898,522.590839,386.162257,313.034225,272.394694,246.265152,261.790923,252.624111,225.967868,203.717933,191.0841,178.436253,167.467418,157.570057,147.527856,138.813192,131.055771,125.95878,122.432786,118.334452,113.745541,109.258483,105.010799,100.828044,97.488627,94.094811,91.166494,88.240884,85.636643,83.283098
chr21,32599353,32612377,CFAP298,7,-,0.0,1.156174,6.937047,21.967314,26.592012,12.717919,8.093221,6.937047,16.186442,38.153756,65.901942,89.025431,79.776035,62.433419,63.589593,115.617442,172.269989,240.48428,268.232466,258.983071,262.451594,272.857164,293.668303,331.822059,557.276072,840.538805,712.203444,827.820886,1299.540051,1330.75676,1023.214364,754.981898,522.590839,386.162257,313.034225,272.394694,246.265152,261.790923,252.624111,225.967868,203.717933,191.0841,178.436253,167.467418,157.570057,147.527856,138.813192,131.055771,125.95878,122.432786,118.334452,113.745541,109.258483,105.010799,100.828044,97.488627,94.094811,91.166494,88.240884,85.636643,83.283098
chr21,29056325,29073648,CCT8,16,-,21.967314,16.186442,28.904361,76.307512,86.713082,49.7155,43.934628,68.214291,72.838989,40.466105,28.904361,16.186442,13.874093,13.874093,13.874093,16.186442,43.934628,55.496372,36.997582,49.7155,38.153756,17.342616,45.090802,57.808721,64.745768,295.980652,497.155002,864.818468,1719.231366,2070.70839,1916.937192,943.438329,560.744595,458.230463,381.826603,346.621092,309.854745,280.785217,251.178893,226.224795,206.377134,189.087071,175.545816,164.176768,157.570057,154.541981,149.363283,146.630121,141.245975,138.193269,138.047226,136.869029,135.482621,133.864891,131.273971,127.456668,123.844068,120.670353,117.351704,114.062587,110.491736
chr21,44849597,44873690,PTTG1IP,6,-,20.81114,24.279663,15.030267,18.498791,30.060535,24.279663,23.123488,34.685233,35.841407,24.279663,34.685233,108.680396,112.148919,57.808721,61.277244,114.461268,126.023012,100.587175,110.992745,153.771198,197.705826,221.985489,201.174349,240.48428,342.227629,690.23613,837.070282,783.886258,961.937119,1144.612678,1213.983143,764.231293,492.530304,366.507292,321.127446,281.644089,265.34203,249.238172,236.004104,232.77645,225.454012,222.511023,215.819226,202.508397,192.090122,188.302274,183.687211,179.955148,173.747323,167.888696,162.962785,156.964442,151.458849,147.437373,146.9305,144.198074,141.497962,139.768641,136.098246,132.960059,130.416475
chr21,42843093,42879539,WDR4,12,-,16.186442,11.561744,10.40557,9.249395,9.249395,12.717919,15.030267,21.967314,25.435837,12.717919,8.093221,15.030267,19.654965,23.123488,25.435837,23.123488,32.372884,39.30993,56.652547,86.713082,83.244558,82.088384,76.307512,79.776035,154.927373,188.456431,180.36321,237.015757,491.374129,987.372957,1329.600586,882.161084,582.711909,535.694149,630.404104,651.157435,590.227043,532.005402,474.754122,427.527609,389.862015,360.200886,335.290582,315.457744,299.284008,286.268787,271.050641,257.282814,244.659354,232.330208,221.349593,211.690031,202.750951,195.242672,188.167387,180.871927,174.093187,167.859398,162.153463,156.960645,152.114015
